nameOfIssuer,cusip,value,shares,sshPrnamtType,putCall,investmentDiscretion,otherManager,soleVotingAuthority,sharedVotingAuthority,noneVotingAuthority,ownedBy,ownedByName
ISHARES TR,464288679,551,5000,SH,,DFND,21,5000,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288687,1431,38460,SH,,DFND,2,38460,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288687,55172,1482730,SH,,DFND,3,1346682,0,136048,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288687,31335,842111,SH,,DFND,5,842111,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288687,172,4625,SH,,DFND,7,0,4625,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288687,3899,104772,SH,,DFND,8,104772,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288687,479,12880,SH,,DFND,13,12880,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288687,693,18634,SH,,DFND,15,18634,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288687,463,12453,SH,,DFND,19,12453,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288687,35354,950111,SH,,DFND,21,933881,0,16230,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288687,93,2500,SH,,DFND,23,2500,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288687,173,4650,SH,,DFND,24,0,0,4650,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288687,186,5000,SH,,DFND,29,5000,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288687,47,1250,SH,,DFND,,1250,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288695,14,262,SH,,DFND,3,262,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288695,137,2497,SH,,DFND,8,2497,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288695,3,52,SH,,DFND,21,52,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288703,6298,44105,SH,,DFND,3,42390,0,1715,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288703,13,90,SH,,DFND,5,90,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288703,64,445,SH,,DFND,15,445,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288711,25,567,SH,,DFND,3,567,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288711,217,4859,SH,,DFND,5,4859,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288711,13,300,SH,,DFND,8,300,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288711,73,1634,SH,,DFND,21,1634,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288729,75,1000,SH,,DFND,3,1000,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288729,848,11253,SH,,DFND,5,11253,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288729,37,491,SH,,DFND,8,491,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288729,6,73,SH,,DFND,21,73,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288737,48,517,SH,,DFND,2,517,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288737,604,6564,SH,,DFND,3,4151,0,2413,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288737,5314,57715,SH,,DFND,5,57715,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288737,147,1595,SH,,DFND,8,1595,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288737,5,50,SH,,DFND,21,50,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288737,69,750,SH,,DFND,,750,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288745,25,276,SH,,DFND,2,276,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288745,331,3676,SH,,DFND,3,3676,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288745,1127,12500,SH,,DFND,5,12500,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288745,22,242,SH,,DFND,8,242,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288745,136,1511,SH,,DFND,13,1511,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288745,28,313,SH,,DFND,21,313,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288752,187,6814,SH,,DFND,2,6814,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288752,1479,53829,SH,,DFND,3,30712,0,23117,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288752,4370,159007,SH,,DFND,5,159007,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288752,46,1666,SH,,DFND,8,1666,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288752,19,700,SH,,DFND,15,700,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288752,7,250,SH,,DFND,21,250,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288760,8031,57153,SH,,DFND,3,35158,0,21995,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288760,243,1730,SH,,DFND,5,1730,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288760,300,2137,SH,,DFND,8,2137,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288760,81,576,SH,,DFND,15,576,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288778,5800,127803,SH,,DFND,3,75573,0,52230,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288778,9706,213883,SH,,DFND,5,213883,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288778,93,2051,SH,,DFND,8,2051,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288778,13,294,SH,,DFND,15,294,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288786,5425,91435,SH,,DFND,3,57064,0,34371,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288786,90,1520,SH,,DFND,5,1520,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288786,160,2700,SH,,DFND,8,2700,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288794,196,3964,SH,,DFND,2,3964,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288794,444,8965,SH,,DFND,3,8965,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288794,11,230,SH,,DFND,5,230,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288794,15,301,SH,,DFND,19,301,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288802,901,9787,SH,,DFND,3,5103,0,4684,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288802,412,4473,SH,,DFND,5,4473,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288802,10,109,SH,,DFND,15,109,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288810,115,865,SH,,DFND,2,865,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288810,7753,58231,SH,,DFND,3,36524,0,21707,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288810,543,4077,SH,,DFND,5,4077,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288810,27,200,SH,,DFND,7,0,200,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288810,10,75,SH,,DFND,8,75,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288828,1326,10584,SH,,DFND,2,10584,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288828,2811,22438,SH,,DFND,3,21665,0,773,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288828,332,2647,SH,,DFND,5,2647,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288828,4,30,SH,,DFND,8,30,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288828,26,207,SH,,DFND,15,207,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288828,31,245,SH,,DFND,21,245,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288836,112,789,SH,,DFND,2,789,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288836,4940,34933,SH,,DFND,3,33707,0,1226,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288836,3330,23548,SH,,DFND,5,23548,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288836,11,80,SH,,DFND,7,0,80,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288836,57,400,SH,,DFND,8,400,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288836,12,86,SH,,DFND,21,86,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288844,202,4436,SH,,DFND,2,4436,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288844,1012,22269,SH,,DFND,3,20941,0,1328,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288844,14,300,SH,,DFND,5,300,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288844,5,120,SH,,DFND,21,120,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288851,934,14275,SH,,DFND,3,7714,0,6561,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288851,22,340,SH,,DFND,5,340,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288869,860,10013,SH,,DFND,2,10013,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288869,4916,57267,SH,,DFND,3,35101,0,22166,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288869,330,3850,SH,,DFND,4,0,3850,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288877,1751,37049,SH,,DFND,2,37049,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288877,25244,534265,SH,,DFND,3,487440,0,46825,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288877,562,11897,SH,,DFND,5,11897,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288877,474,10032,SH,,DFND,8,10032,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288877,79,1664,SH,,DFND,15,1664,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288877,60,1272,SH,,DFND,21,1272,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288885,3436,53942,SH,,DFND,2,53942,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288885,7884,123781,SH,,DFND,3,116967,0,6814,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288885,358,5627,SH,,DFND,5,5627,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES TR,464288885,52,814,SH,,DFND,15,814,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES,464289123,248,6248,SH,,DFND,2,6248,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES,464289123,1894,47670,SH,,DFND,3,41058,0,6612,1000275,ROYAL  BANK  OF  CANAD
ISHARES,464289123,8,200,SH,,DFND,21,200,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES,464289131,70,6400,SH,,DFND,3,6400,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES,464289131,33,3000,SH,,DFND,11,3000,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES,464289131,19,1687,SH,,DFND,,1687,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES,464289180,102,5396,SH,,DFND,2,5396,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES,464289180,3183,167904,SH,,DFND,3,151682,0,16222,1000275,ROYAL  BANK  OF  CANAD
ISHARES,464289180,51,2670,SH,,DFND,5,2670,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES,464289180,36,1921,SH,,DFND,8,1921,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES,464289180,410,21645,SH,,DFND,13,21645,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES,464289180,5,280,SH,,DFND,15,280,0,0,1000275,ROYAL  BANK  OF  CANAD
ISHARES,464289180,201,10600,SH,,DFND,,10600,0,0,1000275,ROYAL  BANK  OF  CANAD
